U_s,I_s,s,T,Vib,THD,P_f,Brzina,Temp,Klasa
399.939595439111,228.027768388112,0.266711487577663,NaN,0.0128126357669495,0.602316448676067,0.792700956363264,230.36938035878,15620.368534347,0
399.939595439111,227.630520905267,0.265777308469429,NaN,0.0143628948351972,0.518479319069538,0.791308290870127,230.662861381137,15566.5820900415,0
399.939595439111,226.706472203991,0.263610588767964,NaN,0.0142294125261071,0.519318847320383,0.788068689217049,231.343556450788,15440.5661529834,0
399.939595439111,226.530568406054,0.263199126115328,NaN,0.0126184135187273,0.502268228111952,0.787451978886227,231.472821255462,15416.1302172583,0
399.939595439111,226.555300274863,0.263256957989409,NaN,0.0132465102472869,0.577029070141187,0.787538687893899,231.454652836387,15419.7169317495,0
399.939595439111,231.700666965516,0.275425934024366,NaN,0.0131595957435612,0.615137196276636,0.805576352526089,227.631656265074,16126.1161296873,0
399.939595439111,226.865139397333,0.263982006645108,NaN,0.0121341747811954,0.667967284559962,0.788624965222284,231.226872083363,15461.6006868881,0
399.939595439111,227.218939222998,0.264811138633034,NaN,0.0113509273180728,0.666693396304154,0.789865350175372,230.96639258715,15509.3355039597,0
399.939595439111,225.838151060702,0.261582571648734,NaN,0.0122193267841631,0.610850918482731,0.785024355686132,231.980676819101,15321.041910599,0
399.939595439111,228.180603500504,0.267071333088865,NaN,0.0101630772465145,0.648876261997415,0.793236758196301,230.256331557338,15640.7758292431,0
399.939595439111,226.027943521673,0.262025178940327,NaN,0.0148789887651806,0.507452455894804,0.785689776757375,231.841627637531,15347.634055607,0
399.939595439111,227.039210162271,0.264389781056826,NaN,0.0119162396067001,0.681925995719563,0.789235241128268,231.098765973745,15485.8097898061,0
399.939595439111,225.354880613922,0.260457234926154,NaN,0.014545249209714,0.551003521866231,0.783329965067007,232.334211777148,15257.2357858441,0
399.939595439111,227.565176037388,0.265623797514901,NaN,0.01312510000918,0.579703432198116,0.791079203565512,230.711088269836,15556.9079980505,0
399.939595439111,229.397641261849,0.269945414427281,NaN,0.0110708290193395,0.678902377088999,0.797503276949304,229.353412275479,15806.9910632677,0
399.939595439111,226.663435344731,0.263509890252972,NaN,0.0111756081752026,0.676116292206342,0.78791780442908,231.37519182228,15433.3836059271,0
399.939595439111,225.98787911488,0.261931715405653,NaN,0.0115226224060423,0.628183407027948,0.785549309520094,231.870990072922,15342.8076936762,0
399.939595439111,226.448621133154,0.263007549465614,NaN,0.0147268647899273,0.676737742189452,0.78716467421484,231.533006834996,15404.4749946088,0
399.939595439111,227.087052156446,0.264501909468889,NaN,0.0107855664398873,0.660264012942333,0.789402969987508,231.063539794186,15491.8091079248,0
399.939595439111,226.46682388866,0.263050097949246,NaN,0.0104293446656022,0.639797070551931,0.787228492606613,231.519639834636,15407.2290558108,0
399.939595439111,226.628893327837,0.263429081971698,NaN,0.0113183300409481,0.677713304428113,0.787796701894366,231.40057849256,15428.6661583506,0
399.939595439111,225.36064595164,0.260470645802358,NaN,0.0124777001486297,0.667931445544847,0.783350179059932,232.329998626132,15256.5309558549,0
399.939595439111,226.635409470772,0.263444325023606,NaN,0.0132897697854235,0.546153631161899,0.787819547168797,231.395789746571,15430.2085445578,0
399.939595439111,231.369062920858,0.274633440925627,NaN,0.0131115249235756,0.55836574752977,0.804413984670218,227.880625314776,16080.9247938793,0
399.939595439111,297.980031560083,0.45617853730344,NaN,0.0120613657927454,0.55614620681604,1,170.846551207196,26658.3541739912,0
399.939595439111,242.022304513431,0.300660769494728,NaN,0.0106774357565099,0.656278404400506,0.841748859097248,219.703898892249,17594.2429036267,0
399.939595439111,238.594399627204,0.29215813864985,NaN,0.012497789630549,0.557927217175628,0.829737427453124,222.375079152096,17099.7534408161,0
399.939595439111,237.950720070342,0.290575066029678,NaN,0.0107490586500945,0.635412412539521,0.82748175569247,222.872416083459,17007.5567935575,0
399.939595439111,239.277149847687,0.293841974430117,NaN,0.0147297314370786,0.525802608624549,0.832129946641963,221.846086540382,17197.8391554682,0
399.939595439111,237.937129915784,0.290541688339037,NaN,0.0133970437296582,0.603000922587484,0.827434130501144,222.88290199423,17006.1769244838,0
399.939595439111,243.774751185478,0.305054394109193,NaN,0.013761215256232,0.525092071328006,0.847888666541081,218.323601011107,17849.4928984815,0
399.939595439111,236.515675108236,0.287061091740577,NaN,0.0109544133337911,0.656286065382049,0.822452648740135,223.976363664613,16802.7566542527,0
399.939595439111,234.816498262857,0.282927820452246,NaN,0.0116264274435985,0.502891349423258,0.816497509546901,225.274869136085,16561.9057609864,0
399.939595439111,236.940904552705,0.288100129492597,NaN,0.0128613746508929,0.590103492416804,0.823942894379328,223.649940327758,16863.8817216402,0
399.939595439111,240.157387911849,0.296019963304367,NaN,0.0126626827217048,0.583947321995611,0.835214401761515,221.161851155688,17324.5226993768,0
399.939595439111,238.520591508799,0.291976397139465,NaN,0.0127241669923437,0.679816367548436,0.829478781937862,222.432174931484,17089.4240200125,0
399.939595439111,244.461635565679,0.306785148687795,NaN,0.0140430125934005,0.510365341780802,0.850295045787335,217.779868424176,17949.1171881928,0
399.939595439111,239.307102339311,0.293915955029511,NaN,0.0141120090382287,0.545736623449735,0.832234905633919,221.822844849626,17201.0632381693,0
399.939595439111,256.283034534697,0.33733357716867,NaN,0.0101406678400413,0.533094119073647,0.891687109689329,208.182796574754,19726.2088766244,0
399.939595439111,244.382207024359,0.306584762397493,NaN,0.0143028105736233,0.63605814234112,0.850016786747934,217.842821633926,17938.6771200597,0
399.939595439111,250.808006333192,0.323006297442217,NaN,0.0145871187422372,0.63603879288961,0.872522964331141,212.683844248208,18891.9101955909,0
399.939595439111,234.676620574148,0.282588893404696,NaN,0.0146002139505909,0.677123626885804,0.816007259305976,225.381346208353,16542.5350001109,0
399.939595439111,235.030788862942,0.283447443421661,NaN,0.0138369936748007,0.514678189338759,0.817248560547529,225.11162476575,16592.0114184927,0
